0.95,13,0.79918,0.44314,0.34568,0.95,13,0.86486,0.63518,0.19166
0.95,14,0.79918,0.44314,0.34568,0.95,14,0.86464,0.63468,0.19217
0.95,15,0.79918,0.44314,0.34568,0.95,15,0.86442,0.63462,0.19267
0.95,16,0.79918,0.44314,0.34568,0.95,16,0.86421,0.63444,0.19317
0.95,17,0.79918,0.44314,0.34568,0.95,17,0.864,0.63444,0.19367
1,1,0.82465,0.43322,0.33333,1,1,0.86387,0.63405,0.19412
1,2,0.82465,0.43322,0.33333,1,2,0.86374,0.63387,0.19457
1,3,0.82465,0.43322,0.33333,1,3,0.86362,0.63191,0.19502
1,4,0.82465,0.43322,0.33333,1,4,0.86349,0.63139,0.19547
1,5,0.82465,0.43322,0.33333,1,5,0.86337,0.63133,0.19591
1,6,0.82465,0.43322,0.33333,1,6,0.86325,0.63101,0.19635
1,7,0.82465,0.43322,0.33333,1,7,0.86312,0.631,0.19678
1,8,0.82465,0.43322,0.33333,1,8,0.863,0.63004,0.19722
1,9,0.82465,0.43322,0.33333,1,9,0.86288,0.62994,0.19765
1,10,0.82465,0.43322,0.33333,1,10,0.86276,0.62994,0.19808
1,11,0.82465,0.43322,0.33333,1,11,0.86264,0.62968,0.1985
1,12,0.82465,0.43322,0.33333,1,12,0.86252,0.62939,0.19892
1,13,0.82465,0.43322,0.33333,1,13,0.8624,0.62901,0.19934
1,14,0.82465,0.43322,0.33333,1,14,0.86228,0.62804,0.19976
1,15,0.82465,0.43322,0.33333,1,15,0.86217,0.62509,0.20018
1,16,0.82465,0.43322,0.33333,1,16,0.86205,0.62476,0.20059
1,17,0.82465,0.43322,0.33333,1,17,0.86193,0.62376,0.201
1.05,1,0.86073,0.38931,0.34568,1.05,1,0.86193,0.62225,0.20144
1.05,2,0.86073,0.38931,0.34568,1.05,2,0.86193,0.62175,0.20189
1.05,3,0.86073,0.38931,0.34568,1.05,3,0.86192,0.62089,0.20233
1.05,4,0.86073,0.38931,0.34568,1.05,4,0.86192,0.62081,0.20276
1.05,5,0.86073,0.38931,0.34568,1.05,5,0.86192,0.62081,0.2032
1.05,6,0.86073,0.38931,0.34568,1.05,6,0.86191,0.61919,0.20363
1.05,7,0.86073,0.38931,0.34568,1.05,7,0.86191,0.61627,0.20406
1.05,8,0.86073,0.38931,0.34568,1.05,8,0.86191,0.61414,0.20448
1.05,9,0.86073,0.38931,0.34568,1.05,9,0.8619,0.61413,0.20491
1.05,10,0.86073,0.38931,0.34568,1.05,10,0.8619,0.61402,0.20533
1.05,11,0.86073,0.38931,0.34568,1.05,11,0.8619,0.61307,0.20575
1.05,12,0.86073,0.38931,0.34568,1.05,12,0.86189,0.61293,0.20617
1.05,13,0.86073,0.38931,0.34568,1.05,13,0.86189,0.61293,0.20658
